epoch,train_loss,valid_loss,_rmse,time
0,1.7710530757904053,0.8812254071235657,0.8820748329162598,00:16
epoch,train_loss,valid_loss,_rmse,time
0,1.3827320337295532,0.60005122423172,0.6008525490760803,00:22
1,1.2872666120529175,0.5290662050247192,0.5294641852378845,00:21
2,1.196867823600769,0.5046947002410889,0.5056164860725403,00:21
3,1.0958892107009888,0.40442582964897156,0.4046231806278229,00:21
4,0.9751440286636353,0.32919880747795105,0.32951048016548157,00:21
5,0.8391011357307434,0.304394006729126,0.3047090768814087,00:21
6,0.6930161714553833,0.25860416889190674,0.2589132487773895,00:21
7,0.5516775846481323,0.22387607395648956,0.22417666018009186,00:21
8,0.43290436267852783,0.17883886396884918,0.17913120985031128,00:21
9,0.3397955000400543,0.1729220598936081,0.17311696708202362,00:21
10,0.2843620181083679,0.1748373955488205,0.17515970766544342,00:21
11,0.2423100769519806,0.1609373390674591,0.1614009141921997,00:21
12,0.21731534600257874,0.16710294783115387,0.16762365400791168,00:21
13,0.19954919815063477,0.16159465909004211,0.1621253937482834,00:21
14,0.18362009525299072,0.15371336042881012,0.15431474149227142,00:21
15,0.1730751097202301,0.16068725287914276,0.1612223982810974,00:21
16,0.16316545009613037,0.15161779522895813,0.15221211314201355,00:21
17,0.1580846607685089,0.15106986463069916,0.15178591012954712,00:21
18,0.1478998363018036,0.14645305275917053,0.14715881645679474,00:21
19,0.13949696719646454,0.14791499078273773,0.14861857891082764,00:21
20,0.1326780468225479,0.1453256756067276,0.14620806276798248,00:21
21,0.12648990750312805,0.14765715599060059,0.14855210483074188,00:21
22,0.11997587233781815,0.14192526042461395,0.14272911846637726,00:21
23,0.11524965614080429,0.1436568945646286,0.14434164762496948,00:22
24,0.11115431040525436,0.1427910476922989,0.14340390264987946,00:21
25,0.10591071099042892,0.14315590262413025,0.143778458237648,00:21
26,0.10531160980463028,0.14165224134922028,0.1422792673110962,00:21
27,0.102687306702137,0.14222221076488495,0.14289093017578125,00:21
28,0.0999927967786789,0.1415751576423645,0.1422237753868103,00:21
29,0.09935653954744339,0.14150027930736542,0.14216868579387665,00:21
