epoch,train_loss,valid_loss,_rmse,time
0,1.7718415260314941,1.1017464399337769,1.1026313304901123,00:57
epoch,train_loss,valid_loss,_rmse,time
0,1.3064464330673218,0.5450009107589722,0.5454943180084229,01:16
1,1.2129231691360474,0.42259886860847473,0.42352357506752014,01:17
2,1.1284602880477905,0.3857353627681732,0.3863372206687927,01:18
3,1.034759521484375,0.31644994020462036,0.31773653626441956,01:19
4,0.9505134224891663,0.5026668906211853,0.5165078639984131,01:19
5,0.8606982231140137,0.4712856113910675,0.47417670488357544,01:19
6,0.7547850012779236,0.2390289157629013,0.23946921527385712,01:19
7,0.6622127294540405,0.40105777978897095,0.4143073856830597,01:19
8,0.5921329855918884,0.22348597645759583,0.22404515743255615,01:19
9,0.5244984030723572,0.4690883457660675,0.5008472800254822,01:19
10,0.4628167152404785,0.2656921446323395,0.26852768659591675,01:19
11,0.4175231158733368,0.2227245569229126,0.22450606524944305,01:19
12,0.3791324496269226,0.3333451449871063,0.3369602560997009,01:19
13,0.3557111918926239,0.5900793075561523,0.7261523008346558,01:19
14,0.33462995290756226,0.4755975306034088,0.8868469595909119,01:19
15,0.3147885799407959,7.456858158111572,7.68528938293457,01:19
16,0.3085298240184784,0.538860023021698,0.751561164855957,01:19
17,0.28956398367881775,0.14712819457054138,0.14774984121322632,01:19
18,0.2780091166496277,0.2312159240245819,0.25123587250709534,01:19
19,0.2602090835571289,0.33210664987564087,0.4541686773300171,01:19
20,0.25023356080055237,4.157973766326904,7.2177510261535645,01:19
21,0.23805327713489532,0.7200467586517334,1.5210373401641846,01:19
22,0.2301950603723526,0.1658291518688202,0.17412422597408295,01:19
23,0.21833445131778717,0.23140642046928406,0.26604723930358887,01:19
24,0.21254727244377136,0.13529211282730103,0.1356792449951172,01:19
25,0.20622587203979492,0.14955973625183105,0.15080378949642181,01:19
26,0.20155316591262817,0.1429188847541809,0.1448236107826233,01:19
27,0.20391425490379333,0.14475266635417938,0.1468176245689392,01:19
28,0.19764737784862518,0.14816905558109283,0.15084105730056763,01:19
29,0.19850312173366547,0.15671947598457336,0.16204233467578888,01:19
