epoch,train_loss,valid_loss,_rmse,time
0,1.8364288806915283,1.1945139169692993,1.1955949068069458,04:54
epoch,train_loss,valid_loss,_rmse,time
0,1.3428170680999756,0.585599958896637,0.5861367583274841,00:12
1,1.2558459043502808,0.48202237486839294,0.48282667994499207,00:12
2,1.1676928997039795,0.472352534532547,0.47342950105667114,00:12
3,1.0774668455123901,0.40425971150398254,0.40455764532089233,00:12
4,0.9747898578643799,0.3293854296207428,0.33065637946128845,00:12
5,0.8505555987358093,0.3267221450805664,0.3288528025150299,00:12
6,0.7455708980560303,0.3699198067188263,0.37663644552230835,00:12
7,0.6494626402854919,0.3316958248615265,0.3436250388622284,00:12
8,0.550010085105896,0.1867617964744568,0.1871234029531479,00:12
9,0.4871925711631775,0.289829283952713,0.3011462092399597,00:12
10,0.4269906282424927,0.24210822582244873,0.25180503726005554,00:12
11,0.377565860748291,0.26061633229255676,0.2775858938694,00:12
12,0.3450514078140259,0.1920342594385147,0.19382807612419128,00:12
13,0.30868998169898987,0.17804181575775146,0.18136867880821228,00:12
14,0.2920030355453491,0.1825806349515915,0.18605688214302063,00:12
15,0.2764698266983032,0.15212278068065643,0.15289878845214844,00:12
16,0.2553339898586273,0.18907040357589722,0.19459551572799683,00:12
17,0.24430334568023682,0.1746082752943039,0.17691072821617126,00:12
18,0.2360316663980484,0.1587892323732376,0.15975584089756012,00:12
19,0.22021900117397308,0.15697309374809265,0.15857307612895966,00:12
20,0.20661665499210358,0.14792241156101227,0.14826767146587372,00:12
21,0.19829913973808289,0.140814870595932,0.14141085743904114,00:12
22,0.1843501180410385,0.14144662022590637,0.14212757349014282,00:12
23,0.1837753802537918,0.13937273621559143,0.13991795480251312,00:12
24,0.17746813595294952,0.1356135755777359,0.13599424064159393,00:13
25,0.17021597921848297,0.13579027354717255,0.13632316887378693,00:13
26,0.1623513102531433,0.13299550116062164,0.13361267745494843,00:12
27,0.1637621968984604,0.1310907006263733,0.1317005455493927,00:12
28,0.1607273817062378,0.13103671371936798,0.13161326944828033,00:12
29,0.15639889240264893,0.13109983503818512,0.13158826529979706,00:12
