epoch,train_loss,valid_loss,_rmse,time
0,1.8475618362426758,1.2664293050765991,1.2681623697280884,00:25
epoch,train_loss,valid_loss,_rmse,time
0,1.342367172241211,0.5631559491157532,0.5637919306755066,00:32
1,1.2517197132110596,0.44235318899154663,0.44282442331314087,00:32
2,1.1691193580627441,0.43307724595069885,0.43372979760169983,00:32
3,1.0751264095306396,0.4124939739704132,0.41396060585975647,00:32
4,0.9780653715133667,0.3885430097579956,0.3900829553604126,00:33
5,0.8707540035247803,0.32249709963798523,0.3246808648109436,00:33
6,0.7653794288635254,0.2981847822666168,0.29861998558044434,00:33
7,0.6547079086303711,0.31352365016937256,0.3191775381565094,00:33
8,0.5628564953804016,0.20859605073928833,0.2092304229736328,00:33
9,0.4908739924430847,0.2061769962310791,0.20700882375240326,00:33
10,0.4158155024051666,0.21137017011642456,0.21279534697532654,00:33
11,0.37847545742988586,0.19684430956840515,0.1972617357969284,00:33
12,0.3417362868785858,0.19197311997413635,0.19368863105773926,00:33
13,0.31151464581489563,0.24166324734687805,0.24260865151882172,00:33
14,0.29033201932907104,0.19674204289913177,0.20150226354599,00:33
15,0.2716902792453766,0.17765356600284576,0.17999781668186188,00:33
16,0.2520149350166321,0.1631237268447876,0.1657853126525879,00:33
17,0.23473221063613892,0.1508602350950241,0.15244007110595703,00:33
18,0.22259405255317688,0.17100955545902252,0.17709536850452423,00:33
19,0.2112310528755188,0.14844396710395813,0.1496581882238388,00:33
20,0.20388542115688324,0.14859887957572937,0.15037567913532257,00:33
21,0.19697652757167816,0.14239273965358734,0.14444278180599213,00:33
22,0.18989445269107819,0.13408765196800232,0.1348280906677246,00:33
23,0.179341658949852,0.1288774311542511,0.12940175831317902,00:33
24,0.1699972152709961,0.1309088170528412,0.13143904507160187,00:33
25,0.17009927332401276,0.1291121393442154,0.12950308620929718,00:33
26,0.17007149755954742,0.13154901564121246,0.1324908584356308,00:33
27,0.16348797082901,0.1263691931962967,0.12694010138511658,00:33
28,0.1577930599451065,0.12486761063337326,0.1253594160079956,00:33
29,0.15583156049251556,0.12586438655853271,0.1262553334236145,00:33
