epoch,train_loss,valid_loss,_rmse,time
0,1.7436562776565552,0.8679516911506653,0.8693811893463135,00:11
epoch,train_loss,valid_loss,_rmse,time
0,1.3713061809539795,0.6006501317024231,0.6016173958778381,00:13
1,1.2985318899154663,0.4968206584453583,0.49756920337677,00:13
2,1.202628493309021,0.43586787581443787,0.4364325702190399,00:13
3,1.1010066270828247,0.38019099831581116,0.3805943727493286,00:13
4,0.9812310934066772,0.3395296037197113,0.3401745557785034,00:13
5,0.8423745632171631,0.3081679940223694,0.3085279166698456,00:13
6,0.7011740803718567,0.25197556614875793,0.2522644102573395,00:13
7,0.5602549910545349,0.2213512510061264,0.22172193229198456,00:13
8,0.44662073254585266,0.1983143836259842,0.19877807796001434,00:13
9,0.35618311166763306,0.18057076632976532,0.18090158700942993,00:13
10,0.2932136356830597,0.1702219843864441,0.17077845335006714,00:13
11,0.2520036995410919,0.17007805407047272,0.1704864650964737,00:13
12,0.2278752475976944,0.16680441796779633,0.16724105179309845,00:13
13,0.21212339401245117,0.15995056927204132,0.16044503450393677,00:13
14,0.20181183516979218,0.15504376590251923,0.15542460978031158,00:13
15,0.1935686469078064,0.15930677950382233,0.1600080281496048,00:13
16,0.1880253106355667,0.1497989445924759,0.15025347471237183,00:13
17,0.1802583932876587,0.14957775175571442,0.15001137554645538,00:13
18,0.17462411522865295,0.1449071317911148,0.14545822143554688,00:13
19,0.1698611080646515,0.1428758203983307,0.1434810310602188,00:13
20,0.166353240609169,0.14237329363822937,0.14294342696666718,00:13
21,0.16128742694854736,0.13791467249393463,0.13838371634483337,00:13
22,0.15830746293067932,0.1388615220785141,0.13934066891670227,00:13
23,0.15472233295440674,0.1344258189201355,0.13503530621528625,00:13
24,0.14995494484901428,0.13511396944522858,0.1357809603214264,00:13
25,0.14620241522789001,0.13526232540607452,0.1358756721019745,00:14
26,0.14518597722053528,0.1336405873298645,0.134246364235878,00:13
27,0.14277517795562744,0.1333823800086975,0.13404421508312225,00:13
28,0.1430681347846985,0.13393688201904297,0.13469621539115906,00:13
29,0.14171479642391205,0.13343197107315063,0.1340688318014145,00:13
