epoch,train_loss,valid_loss,accuracy,time
0,2.888076066970825,00:22
1,4.234762668609619,00:22
epoch,train_loss,valid_loss,accuracy,time
0,2.1470062732696533,1.749695897102356,0.49855491518974304,00:25
epoch,train_loss,valid_loss,accuracy,time
0,1.4182534217834473,1.2032541036605835,0.573699414730072,00:33
1,1.246457815170288,1.0973676443099976,0.5924855470657349,00:34
2,1.1255922317504883,1.205978274345398,0.5823699235916138,00:34
3,1.071207046508789,1.333655834197998,0.5462427735328674,00:34
4,0.9987212419509888,1.3074054718017578,0.5578034520149231,00:34
5,1.0014855861663818,1.5896366834640503,0.5953757166862488,00:34
6,0.9949459433555603,0.9800142645835876,0.6430636048316956,00:35
7,0.911694347858429,0.9692057967185974,0.6300578117370605,00:35
8,0.838174045085907,0.9150729179382324,0.6719653010368347,00:35
9,0.7896121144294739,1.0872108936309814,0.573699414730072,00:35
10,0.7538963556289673,0.9598810076713562,0.6690751314163208,00:35
11,0.6900158524513245,0.9507210850715637,0.6618497371673584,00:35
12,0.6216000914573669,0.9396134614944458,0.676300585269928,00:35
13,0.5265133380889893,0.9540199041366577,0.6994219422340393,00:35
14,0.45706045627593994,0.8827131986618042,0.7037572264671326,00:35
15,0.3976564109325409,0.9978777170181274,0.6806358098983765,00:35
16,0.33520612120628357,1.0041053295135498,0.6921965479850769,00:35
17,0.2772653102874756,1.0269558429718018,0.6979768872261047,00:35
18,0.2488686442375183,1.05574631690979,0.6979768872261047,00:35
19,0.22724957764148712,1.0470973253250122,0.6907514333724976,00:35
