epoch,train_loss,valid_loss,accuracy,time
0,2.3426082134246826,1.9286442995071411,0.5187861323356628,00:26
epoch,train_loss,valid_loss,accuracy,time
0,1.6727350950241089,1.394660234451294,0.5317919254302979,00:34
1,1.4670923948287964,1.3455678224563599,0.5404624342918396,00:33
2,1.3527429103851318,1.4005190134048462,0.5664739608764648,00:34
3,1.2194887399673462,1.37531316280365,0.5794797539710999,00:34
4,1.1399409770965576,1.2902077436447144,0.602601170539856,00:34
5,1.086451530456543,1.3205260038375854,0.573699414730072,00:34
6,0.9925195574760437,1.4036966562271118,0.6257225275039673,00:34
7,0.9135397672653198,1.1128941774368286,0.6430636048316956,00:34
8,0.8003078103065491,1.1567717790603638,0.6329479813575745,00:34
9,0.7454854249954224,1.2981780767440796,0.6040462255477905,00:34
10,0.652694046497345,1.1274290084838867,0.6430636048316956,00:34
11,0.560297429561615,1.215606689453125,0.6690751314163208,00:34
12,0.507276177406311,1.2023147344589233,0.6459537744522095,00:34
13,0.4151511490345001,1.2325456142425537,0.660404622554779,00:34
14,0.345126748085022,1.3049551248550415,0.6416184902191162,00:34
15,0.2911316454410553,1.3436295986175537,0.647398829460144,00:34
16,0.23683752119541168,1.3548945188522339,0.6560693383216858,00:34
17,0.20395496487617493,1.3210806846618652,0.6459537744522095,00:34
18,0.16623687744140625,1.339874267578125,0.6488439440727234,00:34
19,0.151450514793396,1.3393535614013672,0.6575144529342651,00:34
