epoch,train_loss,valid_loss,accuracy,time
0,2.3204634189605713,2.0270535945892334,0.44797688722610474,00:43
epoch,train_loss,valid_loss,accuracy,time
0,1.7186962366104126,1.4542336463928223,0.5404624342918396,00:56
1,1.5163795948028564,1.4633920192718506,0.5563583970069885,00:56
2,1.3898086547851562,1.4356749057769775,0.5419074892997742,00:56
3,1.293040156364441,1.3247395753860474,0.5375722646713257,00:56
4,1.204161286354065,1.1868722438812256,0.602601170539856,00:56
5,1.1124430894851685,1.335440754890442,0.5939306616783142,00:56
6,0.9975447654724121,1.237635612487793,0.5419074892997742,00:56
7,0.9406098127365112,1.0324829816818237,0.6286126971244812,00:57
8,0.8201460242271423,1.2802319526672363,0.6083815097808838,00:56
9,0.7610819935798645,1.0727554559707642,0.6271676421165466,00:56
10,0.6776173114776611,1.0696134567260742,0.660404622554779,00:57
11,0.6044451594352722,1.1483734846115112,0.6040462255477905,00:56
12,0.5534838438034058,1.0553451776504517,0.6372832655906677,00:57
13,0.45689865946769714,1.169264554977417,0.6690751314163208,00:56
14,0.3759961724281311,1.1880470514297485,0.6416184902191162,00:56
15,0.30970779061317444,1.165810465812683,0.647398829460144,00:56
16,0.26406100392341614,1.1753575801849365,0.6517341136932373,00:56
17,0.21978043019771576,1.1823313236236572,0.6676300764083862,00:56
18,0.18475355207920074,1.2133363485336304,0.6488439440727234,00:56
19,0.16529831290245056,1.1947027444839478,0.6488439440727234,00:56
