epoch,train_loss,valid_loss,accuracy,time
0,2.888076066970825,00:22
1,4.234762668609619,00:22
epoch,train_loss,valid_loss,accuracy,time
0,2.1470062732696533,1.749695897102356,0.49855491518974304,00:25
epoch,train_loss,valid_loss,accuracy,time
0,1.438815712928772,1.4773327112197876,0.5433526039123535,00:33
1,1.3024802207946777,1.5123823881149292,0.486994206905365,00:34
2,1.1599904298782349,1.6190210580825806,0.599711000919342,00:34
3,1.0932419300079346,1.2839136123657227,0.46531790494918823,00:34
4,1.0196106433868408,0.903328537940979,0.6618497371673584,00:34
5,0.9375157356262207,3.6772139072418213,0.6069363951683044,00:34
6,0.8622804284095764,0.9090273380279541,0.6618497371673584,00:34
7,0.7439149022102356,0.861197829246521,0.6849710941314697,00:35
8,0.6626556515693665,0.8243257403373718,0.6994219422340393,00:35
9,0.5944790244102478,0.819696307182312,0.6965317726135254,00:35
