epoch,train_loss,valid_loss,mae_angle,time
0,59.727935791015625,58.46620559692383,58.46620559692383,00:04
epoch,train_loss,valid_loss,mae_angle,time
0,59.44062423706055,59.01514434814453,59.01514434814453,00:04
1,59.289180755615234,58.59498977661133,58.59498977661133,00:04
2,59.19007110595703,59.260948181152344,59.260948181152344,00:04
3,59.14566421508789,59.11948776245117,59.11948776245117,00:04
4,59.05139923095703,58.55131149291992,58.55131149291992,00:04
5,58.7757453918457,58.83501052856445,58.83501052856445,00:04
6,58.58174514770508,57.85995101928711,57.85995101928711,00:04
7,58.44350814819336,57.88043975830078,57.88043975830078,00:04
8,58.17225646972656,56.51634216308594,56.51634216308594,00:04
9,57.855289459228516,57.05094909667969,57.05094909667969,00:04
10,57.495975494384766,56.72806167602539,56.72806167602539,00:04
11,57.25395584106445,55.136207580566406,55.136207580566406,00:04
12,56.82542037963867,55.3433723449707,55.3433723449707,00:04
13,56.33610153198242,54.527259826660156,54.527259826660156,00:04
14,55.894317626953125,52.20823669433594,52.20823669433594,00:04
15,55.37417984008789,53.129581451416016,53.129581451416016,00:04
16,54.790218353271484,52.42190933227539,52.42190933227539,00:04
17,54.205360412597656,53.88725662231445,53.88725662231445,00:04
18,53.695091247558594,50.73859786987305,50.73859786987305,00:04
19,53.07619857788086,51.081302642822266,51.081302642822266,00:04
20,52.486839294433594,50.69456100463867,50.69456100463867,00:04
21,51.98460388183594,49.61082458496094,49.61082458496094,00:04
22,51.34820556640625,48.99579620361328,48.99579620361328,00:04
23,50.810882568359375,48.893638610839844,48.893638610839844,00:04
24,50.25935363769531,48.192970275878906,48.192970275878906,00:04
25,49.72683334350586,47.42770004272461,47.42770004272461,00:04
26,49.24481201171875,47.70923614501953,47.70923614501953,00:04
27,48.76948928833008,47.30128479003906,47.30128479003906,00:04
28,48.38739013671875,47.81565475463867,47.81565475463867,00:04
29,47.90553665161133,46.23149490356445,46.23149490356445,00:04
30,47.42543411254883,46.03703308105469,46.03703308105469,00:04
31,47.05360412597656,45.91680908203125,45.91680908203125,00:04
32,46.70838928222656,45.725399017333984,45.725399017333984,00:04
33,46.28620147705078,45.56218338012695,45.56218338012695,00:04
34,45.84220504760742,357.9127197265625,357.9127197265625,00:04
35,45.43801498413086,824.1922607421875,824.1922607421875,00:04
36,45.231258392333984,45.32436752319336,45.32436752319336,00:04
37,45.00936508178711,45.07541275024414,45.07541275024414,00:04
38,44.84223175048828,44.495906829833984,44.495906829833984,00:04
39,44.70759201049805,44.7087516784668,44.7087516784668,00:04
40,44.56465530395508,44.303348541259766,44.303348541259766,00:04
41,44.38856887817383,43.649288177490234,43.649288177490234,00:04
42,44.25804901123047,43.612213134765625,43.612213134765625,00:04
43,44.074710845947266,43.741905212402344,43.741905212402344,00:04
44,43.942691802978516,43.851959228515625,43.851959228515625,00:04
45,43.84564971923828,43.815216064453125,43.815216064453125,00:04
46,43.756019592285156,43.66691589355469,43.66691589355469,00:04
47,43.66621780395508,43.6126594543457,43.6126594543457,00:04
48,43.637054443359375,43.58837890625,43.58837890625,00:04
49,43.568363189697266,43.58298873901367,43.58298873901367,00:04
