epoch,train_loss,valid_loss,mae,time
0,52.047271728515625,28.035877227783203,28.035877227783203,00:06
epoch,train_loss,valid_loss,mae,time
0,16.207683563232422,122.82575988769531,122.82575988769531,00:07
1,14.02889633178711,23.078495025634766,23.078495025634766,00:07
2,12.69958782196045,15.829861640930176,15.829861640930176,00:07
3,11.863210678100586,10.730676651000977,10.730676651000977,00:08
4,11.061814308166504,8.512529373168945,8.512529373168945,00:08
5,10.590113639831543,7.662456035614014,7.662456035614014,00:08
6,10.080535888671875,7.836132049560547,7.836132049560547,00:08
7,9.804548263549805,7.962843894958496,7.962843894958496,00:08
8,9.566657066345215,10.494643211364746,10.494643211364746,00:08
9,9.377542495727539,9.84688663482666,9.84688663482666,00:08
10,9.270304679870605,12.932952880859375,12.932952880859375,00:08
11,9.208685874938965,11.171539306640625,11.171539306640625,00:08
12,8.975809097290039,11.289584159851074,11.289584159851074,00:08
13,8.915672302246094,9.136039733886719,9.136039733886719,00:08
14,8.994821548461914,10.1178617477417,10.1178617477417,00:08
15,8.861361503601074,11.073205947875977,11.073205947875977,00:08
16,8.727535247802734,7.095398426055908,7.095398426055908,00:08
17,8.48766803741455,8.143832206726074,8.143832206726074,00:08
18,8.47138786315918,7.455142021179199,7.455142021179199,00:08
19,8.37366771697998,8.170403480529785,8.170403480529785,00:08
20,8.222648620605469,8.965211868286133,8.965211868286133,00:08
21,8.156078338623047,10.05960750579834,10.05960750579834,00:08
22,8.090497970581055,6.543748378753662,6.543748378753662,00:08
23,7.9907941818237305,7.083890914916992,7.083890914916992,00:08
24,7.768881320953369,11.832254409790039,11.832254409790039,00:08
25,7.649441242218018,7.555634498596191,7.555634498596191,00:08
26,7.595966339111328,7.459772109985352,7.459772109985352,00:08
27,7.508997440338135,10.984819412231445,10.984819412231445,00:08
28,7.425238609313965,5.2850260734558105,5.2850260734558105,00:08
29,7.322659969329834,8.005800247192383,8.005800247192383,00:08
30,7.259731769561768,5.674442768096924,5.674442768096924,00:08
31,7.1080193519592285,5.407767295837402,5.407767295837402,00:08
32,6.936644554138184,6.653773307800293,6.653773307800293,00:08
33,6.796116352081299,5.6799750328063965,5.6799750328063965,00:08
34,6.672667026519775,5.710474014282227,5.710474014282227,00:08
35,6.496857166290283,4.801344394683838,4.801344394683838,00:08
36,6.377504825592041,4.9225311279296875,4.9225311279296875,00:08
37,6.214481830596924,4.95737361907959,4.95737361907959,00:08
38,6.110846996307373,5.234139442443848,5.234139442443848,00:08
39,6.006389617919922,4.808365821838379,4.808365821838379,00:08
40,5.894705772399902,5.215469837188721,5.215469837188721,00:08
41,5.814524173736572,4.861517906188965,4.861517906188965,00:08
42,5.741152286529541,4.988432884216309,4.988432884216309,00:08
43,5.606197357177734,4.4178266525268555,4.4178266525268555,00:08
44,5.58737850189209,4.2399091720581055,4.2399091720581055,00:08
45,5.501771450042725,4.465577602386475,4.465577602386475,00:08
46,5.481752395629883,4.34678840637207,4.34678840637207,00:08
47,5.439116954803467,4.2539215087890625,4.2539215087890625,00:08
48,5.377739429473877,4.159992218017578,4.159992218017578,00:08
49,5.3233795166015625,4.222312927246094,4.222312927246094,00:08
