epoch,train_loss,valid_loss,mae,time
0,52.23398971557617,22.90345573425293,22.90345573425293,00:05
epoch,train_loss,valid_loss,mae,time
0,15.643020629882812,242.0689697265625,242.0689697265625,00:06
1,13.35676097869873,22.49403190612793,22.49403190612793,00:06
2,12.126385688781738,16.208791732788086,16.208791732788086,00:06
3,11.192244529724121,15.666996955871582,15.666996955871582,00:06
4,10.452601432800293,8.378947257995605,8.378947257995605,00:06
5,9.955103874206543,8.682997703552246,8.682997703552246,00:06
6,9.538402557373047,11.98884391784668,11.98884391784668,00:06
7,9.331453323364258,12.164567947387695,12.164567947387695,00:06
8,9.04106616973877,9.388827323913574,9.388827323913574,00:06
9,8.912714004516602,12.79879093170166,12.79879093170166,00:06
10,8.685866355895996,10.79220962524414,10.79220962524414,00:06
11,8.493879318237305,9.941980361938477,9.941980361938477,00:06
12,8.199374198913574,9.403951644897461,9.403951644897461,00:06
13,8.057960510253906,9.622600555419922,9.622600555419922,00:06
14,7.9746785163879395,11.978729248046875,11.978729248046875,00:06
15,7.831742286682129,10.937294960021973,10.937294960021973,00:06
16,7.677259922027588,8.31257152557373,8.31257152557373,00:06
17,7.486081123352051,6.467100143432617,6.467100143432617,00:07
18,7.216100692749023,7.535621643066406,7.535621643066406,00:06
19,7.097898483276367,7.197103500366211,7.197103500366211,00:06
20,6.971338272094727,9.789575576782227,9.789575576782227,00:06
21,6.915234088897705,7.5020904541015625,7.5020904541015625,00:06
22,6.811673164367676,7.118709087371826,7.118709087371826,00:06
23,6.707813262939453,7.169671535491943,7.169671535491943,00:06
24,6.597995758056641,7.018040657043457,7.018040657043457,00:06
25,6.539188861846924,6.913377285003662,6.913377285003662,00:06
26,6.473728656768799,8.082018852233887,8.082018852233887,00:06
27,6.521291732788086,7.9496564865112305,7.9496564865112305,00:06
28,6.5035624504089355,6.80291223526001,6.80291223526001,00:06
29,6.362267971038818,7.403543472290039,7.403543472290039,00:06
30,6.281558513641357,6.51172399520874,6.51172399520874,00:06
31,6.161056995391846,5.731553554534912,5.731553554534912,00:06
32,6.06195068359375,5.545393466949463,5.545393466949463,00:06
33,5.97307014465332,6.531844615936279,6.531844615936279,00:06
34,5.872395992279053,5.595588684082031,5.595588684082031,00:06
35,5.693408966064453,6.0311408042907715,6.0311408042907715,00:06
36,5.617545127868652,5.28629732131958,5.28629732131958,00:06
37,5.4807257652282715,5.096310138702393,5.096310138702393,00:06
38,5.425454616546631,5.1397809982299805,5.1397809982299805,00:06
39,5.343470573425293,5.053991794586182,5.053991794586182,00:06
40,5.247589111328125,4.935120105743408,4.935120105743408,00:06
41,5.155478000640869,4.9233832359313965,4.9233832359313965,00:06
42,5.126234531402588,4.883264541625977,4.883264541625977,00:06
43,5.028892993927002,4.5982160568237305,4.5982160568237305,00:06
44,5.028365135192871,4.693628311157227,4.693628311157227,00:06
45,4.927525043487549,4.737321376800537,4.737321376800537,00:06
46,4.886593341827393,4.661301612854004,4.661301612854004,00:06
47,4.8504509925842285,4.710813045501709,4.710813045501709,00:06
48,4.817255020141602,4.684630870819092,4.684630870819092,00:06
49,4.769656181335449,4.7007155418396,4.7007155418396,00:06
